id	VL_TOTAL_INVESTIMENTO_T0	RESTRICAO_INTERNA	RISCO	DS_ESTADO_CIVIL	ESCOLARIDADE	TEM_PRE_APROV_CDC	TIPO_CLIENTE	IDADE	QTDE_PRODUTOS_12M	SG_UF	CD_SEXO	VL_TOTL_REND	PERFIL	ALVO
3061	0	1	ALTO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	26	3	SP	M	632.18	TOMADOR	0
3062	0.3	1	ALTO	NÃO INFORMADO	SUPERIOR	0	VIP	43	1	SP	M	0		0
3063	0	0	BAIXO	SOLTEIRO	SUPERIOR	1	ESPECIAL	31	6	RJ	M	3364.57	INVESTIDOR	0
3064	0	0	BAIXO	NÃO INFORMADO	NÃO INFORMADO	1	ESPECIAL	60	5	CE	H	3282.96	INVESTIDOR	0
3065	0	1	MEDIO	NÃO INFORMADO	SUPERIOR	0	VIP	31	4	PB	M	4000	TOMADOR	0
3066	0	1	ALTO	NÃO INFORMADO	ENSINO FUNDAMENTAL	0	ESPECIAL	36	3	SP	H	1879.89	TOMADOR	0
3067	0	0	BAIXO	SOLTEIRO	ENSINO FUNDAMENTAL	0	CLÁSSICO	69	3	SP	M	545	INVESTIDOR	0
3068	4.8	0	MEDIO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	23	6	SP	H	800	TOMADOR	0
3069	0	0	MEDIO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	42	1	BA	M	738.77	NEUTRO	0
3070	1082.6	0	BAIXO	NÃO INFORMADO	ENSINO FUNDAMENTAL	1	ESPECIAL	65	7	MG	M	1487	INVESTIDOR	0
3071	0	0	BAIXO	SOLTEIRO	NÃO INFORMADO	1	ESPECIAL	51	7	RJ	M	1674.1	TOMADOR	0
3072	0	0	BAIXO	NÃO INFORMADO	ENSINO FUNDAMENTAL	1	CLÁSSICO	44	3	SP	M	820.02	INVESTIDOR	0
3073	2.2	0	BAIXO	SOLTEIRO	NÃO INFORMADO	0	CLÁSSICO	63	4	SP	H	200	TOMADOR	0
3074	0	0	BAIXO	SOLTEIRO	SUPERIOR	1	ESPECIAL	36	3	RJ	M	2392	INVESTIDOR	0
3075	0	0	BAIXO	SOLTEIRO	SUPERIOR	1	VIP	27	4	SP	H	2005.22	TOMADOR	0
3076	7032.5	0	BAIXO	SOLTEIRO	SUPERIOR	1	ESPECIAL	30	4	SP	M	2350.16	INVESTIDOR	0
3077	0	0	MEDIO	NÃO INFORMADO	ENSINO MEDIO	0	ESPECIAL	51	5	RJ	M	1816.5	INVESTIDOR	0
3078	58.6	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	0	ESPECIAL	55	4	SP	H	200	INVESTIDOR	0
3079	0	0	BAIXO	NÃO INFORMADO	POS GRADUACAO	1	ESPECIAL	30	5	RJ	M	3145.8	INVESTIDOR	0
3080	87.5	0	BAIXO	SOLTEIRO	NÃO INFORMADO	1	ESPECIAL	35	3	RJ	H	3082	INVESTIDOR	0
3081	0	1	ALTO	SOLTEIRO	ENSINO FUNDAMENTAL	0	ESPECIAL	24	2	RJ	M	0	TOMADOR	0
3082	0	0	BAIXO	SOLTEIRO	ENSINO FUNDAMENTAL	0	CLÁSSICO	62	2	RS	M	200	NEUTRO	0
3083	0	1	ALTO	SOLTEIRO	ENSINO MEDIO	0	ESPECIAL	24	1	SP	H	1690.93	TOMADOR	0
3084	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	ESPECIAL	22	6	SP	H	1049.59	INVESTIDOR	0
3085	0.4	0	BAIXO	SOLTEIRO	SUPERIOR	1	ESPECIAL	32	7	SP	M	2420	INVESTIDOR	0
3086	0	1	ALTO	NÃO INFORMADO	SUPERIOR	0	ESPECIAL	41	4	SP	H	1445.04	TOMADOR	0
3087	0	0	BAIXO	NÃO INFORMADO	NÃO INFORMADO	1	ESPECIAL	54	5	SP	H	1471.48	INVESTIDOR	0
3088	0	0	BAIXO	SOLTEIRO	NÃO INFORMADO	0	ESPECIAL	41	3	PE	H	607	NEUTRO	0
3089	1932.7	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	VIP	43	6	SP	H	8635.44	TOMADOR	0
3090	0	0	MEDIO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	31	5	SP	H	798.2	TOMADOR	0
3091	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	CLÁSSICO	20	5	RJ	H	810.42	TOMADOR	0
3092	0	0	BAIXO	SOLTEIRO	SUPERIOR	1	ESPECIAL	28	4	SP	M	3366.71	INVESTIDOR	0
3093	26272.9	0	BAIXO	DIVORCIADO	ENSINO MEDIO	0	VIP	54	13	PR	M	200	TOMADOR	0
3094	0	0	BAIXO	NÃO INFORMADO	NÃO INFORMADO	1	VIP	61	9	CE	M	3541.13	INVESTIDOR	0
3095	0	0	BAIXO	SOLTEIRO	POS GRADUACAO	1	VIP	43	7	BA	H	10154.31	INVESTIDOR	0
3096	0	1	ALTO	SOLTEIRO	ENSINO FUNDAMENTAL	0	CLÁSSICO	43	4	SP	M	510	TOMADOR	0
3097	0	0	MEDIO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	23	4	RS	H	837.67	TOMADOR	0
3098	0	0	BAIXO	SOLTEIRO	SUPERIOR	1	VIP	50	3	RJ	H	6278.96	INVESTIDOR	0
3099	0	1	MEDIO	SOLTEIRO	NÃO INFORMADO	0	ESPECIAL	28	2	BA	M	1035.47	NEUTRO	0
3100	12.3	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	21	4	SP	M	0	TOMADOR	0
3101	0	0	MEDIO	SOLTEIRO	SUPERIOR	0	VIP	27	5	SP	M	2751.4	TOMADOR	0
3102	0	0	BAIXO	NÃO INFORMADO	NÃO INFORMADO	1	VIP	65	5	BA	M	10000	INVESTIDOR	0
3103	5.5	1	ALTO	SOLTEIRO	ENSINO FUNDAMENTAL	0	ESPECIAL	27	8	SP	H	2000	TOMADOR	0
3104	211.5	0	BAIXO	SOLTEIRO	SUPERIOR	0	ESPECIAL	26	4	SP	H	1869.19	INVESTIDOR	0
3105	4031.9	0	BAIXO	NÃO INFORMADO	ENSINO FUNDAMENTAL	0	ESPECIAL	58	3	RJ	H	1668.66	INVESTIDOR	0
3106	0	0	BAIXO	SOLTEIRO	SUPERIOR	0	CLÁSSICO	22	6	RS	H	447	TOMADOR	0
3107	0	0	BAIXO	SOLTEIRO	SUPERIOR	1	ESPECIAL	21	4	SP	M	2078.7	INVESTIDOR	0
3108	0	1	ALTO	SOLTEIRO	ENSINO MEDIO	0	ESPECIAL	35	2	SP	M	1613.67	TOMADOR	0
3109	0	0	BAIXO	NÃO INFORMADO	NÃO INFORMADO	1	VIP	35	4	PE	H	10000	TOMADOR	0
3110	0	0	BAIXO	NÃO INFORMADO	NÃO INFORMADO	1	CLÁSSICO	53	0	SP	M	829.14		0
3111	2.8	1	MEDIO	SOLTEIRO	SUPERIOR	0	CLÁSSICO	24	6	RJ	H	476.69	TOMADOR	0
3112	0	0	BAIXO	NÃO INFORMADO	NÃO INFORMADO	0	ESPECIAL	39	7	RJ	H	0	INVESTIDOR	0
3113	541.8	0	BAIXO	SOLTEIRO	SUPERIOR	0	CLÁSSICO	25	4	SP	M	2243.28	INVESTIDOR	0
3114	55344.9	0	BAIXO	NÃO INFORMADO	POS GRADUACAO	1	ESPECIAL	36	6	SP	M	4000	INVESTIDOR	0
3115	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	ESPECIAL	31	4	SC	H	1608.2	TOMADOR	0
3116	0	0	BAIXO	SOLTEIRO	SUPERIOR	1	ESPECIAL	35	4	MG	M	1338.75	INVESTIDOR	0
3117	0.2	0	BAIXO		NÃO INFORMADO	1	VIP	0	5	PE	M	0	INVESTIDOR	0
3118	0	0	ALTO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	30	5	DF	M	1200	TOMADOR	0
3119	0	0	MEDIO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	31	3	RJ	M	597.97	TOMADOR	0
3120	0	0	MEDIO	SOLTEIRO	SUPERIOR	0	ESPECIAL	23	4	SP	M	936.54	TOMADOR	0
3121	0	0	BAIXO	SOLTEIRO	POS GRADUACAO	1	VIP	41	3	DF	H	16856		0
3122	13991.6	0	BAIXO	NÃO INFORMADO	SEM ESCOLARIDADE	1	VIP	29	8	SC	M	4000	INVESTIDOR	0
3123	0	0	BAIXO	NÃO INFORMADO	ENSINO FUNDAMENTAL	0	CLÁSSICO	49	2	SP	H	200	NEUTRO	0
3124	0	0	MEDIO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	31	3	SP	H	763.64	TOMADOR	0
3125	2	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	ESPECIAL	28	4	SP	H	1485.21	INVESTIDOR	0
3126	0	0	BAIXO	SOLTEIRO	ENSINO FUNDAMENTAL	0	CLÁSSICO	55	5	MG	M	515	TOMADOR	0
3127	0.4	1	ALTO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	32	1	SP	H	473.84	TOMADOR	0
3128	0	1	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	27	5	SP	H	638.45	TOMADOR	0
3129	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	CLÁSSICO	42	4	RS	H	807.28	TOMADOR	0
3130	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	CLÁSSICO	51	4	SP	M	1071	TOMADOR	0
3131	0	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	0	CLÁSSICO	26	4	SP	M	0	INVESTIDOR	0
3132	87.1	0	BAIXO	NÃO INFORMADO	NÃO INFORMADO	0	CLÁSSICO	56	3	RJ	M	540	NEUTRO	0
3133	0	0	BAIXO	SOLTEIRO	SEM ESCOLARIDADE	0	CLÁSSICO	64	3	MG	H	515	INVESTIDOR	0
3134	0	0	BAIXO	SOLTEIRO	ENSINO FUNDAMENTAL	1	ESPECIAL	37	7	PE	H	1222.71	INVESTIDOR	0
3135	0	0	MEDIO	SOLTEIRO	POS GRADUACAO	0	ESPECIAL	48	5	RS	M	3127.34	TOMADOR	0
3136	0	1	MEDIO	NÃO INFORMADO	SUPERIOR	0	CLÁSSICO	43	2	RS	M	876.77	NEUTRO	0
3137	0	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	ESPECIAL	52	3	SP	H	2638	INVESTIDOR	0
3138	0	1	ALTO	VIUVO	ENSINO MEDIO	0	VIP	55	1	SP	M	0	NEUTRO	0
3139	0	1	ALTO	SOLTEIRO	ENSINO MEDIO	0	ESPECIAL	36	3	RJ	H	0	NEUTRO	0
3140	0	1	ALTO	NÃO INFORMADO	SUPERIOR	0	CLÁSSICO	29	1	RS	M	765	TOMADOR	0
3141	0	0	BAIXO	SOLTEIRO	SUPERIOR	1	ESPECIAL	33	7	SP	M	1320.85	INVESTIDOR	0
3142	0	0	BAIXO	NÃO INFORMADO	NÃO INFORMADO	1	ESPECIAL	40	3	RJ	H	998.38	NEUTRO	0
3143	211.5	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	CLÁSSICO	33	5	SP	H	936	INVESTIDOR	0
3144	2.1	1	ALTO	SOLTEIRO	SUPERIOR	0	ESPECIAL	34	3	SP	M	1702.92	TOMADOR	0
3145	13443.4	0	BAIXO	SOLTEIRO	SUPERIOR	1	VIP	28	6	SP	H	6774.92	INVESTIDOR	0
3146	17000	0	BAIXO	SOLTEIRO	SUPERIOR	1	ESPECIAL	38	5	SC	H	1547.08	TOMADOR	0
3147	0	0	MEDIO	SOLTEIRO	ENSINO MEDIO	0	ESPECIAL	58	7	SP	H	911	INVESTIDOR	0
3148	0	1	ALTO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	21	2	SP	M	728	TOMADOR	0
3149	0	0	MEDIO	SOLTEIRO	ENSINO FUNDAMENTAL	0	CLÁSSICO	32	2	SP	H	516.23	NEUTRO	0
3150	8.4	0	MEDIO	SOLTEIRO	ENSINO MEDIO	0	VIP	25	9	SP	H	3245.27	TOMADOR	0
3151	410.3	0	MEDIO	SOLTEIRO	ENSINO MEDIO	0	ESPECIAL	30	8	SP	H	3018	TOMADOR	0
3152	0	0	MEDIO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	25	4	MS	H	1058.42	TOMADOR	0
3153	1.6	0	MEDIO	NÃO INFORMADO	SUPERIOR	0	CLÁSSICO	26	3	SP	M	955.09	TOMADOR	0
3154	0	0	MEDIO	NÃO INFORMADO	NÃO INFORMADO	0	ESPECIAL	56	6	MG	H	3309	INVESTIDOR	0
3155	0	0	BAIXO	NÃO INFORMADO	ENSINO FUNDAMENTAL	1	ESPECIAL	51	7	SP	H	2277.01	INVESTIDOR	0
3156	0	1	ALTO	SOLTEIRO	SUPERIOR	0	CLÁSSICO	48	2	SP	H	894	TOMADOR	0
3157	0	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	VIP	34	5	RJ	H	55407.04	INVESTIDOR	0
3158	0	0	MEDIO	SOLTEIRO	POS GRADUACAO	0	VIP	51	5	MG	M	3097.73	INVESTIDOR	0
3159	0	0	BAIXO	SOLTEIRO	ENSINO FUNDAMENTAL	1	CLÁSSICO	51	2	SP	H	974.66	INVESTIDOR	0
3160	0	1	ALTO	SOLTEIRO	SUPERIOR	0	ESPECIAL	31	1	PR	H	3980		0
3161	50.9	0	BAIXO	SOLTEIRO	SUPERIOR	0	ESPECIAL	23	3	SP	M	1200		0
3162	0	0	BAIXO	SOLTEIRO	POS GRADUACAO	1	ESPECIAL	36	3	SC	M	3040.81	INVESTIDOR	0
3163	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	ESPECIAL	62	7	SC	M	2465.11	TOMADOR	0
3164	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	CLÁSSICO	44	3	SC	H	921.59	TOMADOR	0
3165	530.6	0	BAIXO	SOLTEIRO	SUPERIOR	0	ESPECIAL	38	8	SC	M	534.23	INVESTIDOR	0
3166	0	1	ALTO	NÃO INFORMADO	SEM ESCOLARIDADE	0	CLÁSSICO	55	3	SC	M	839.97	TOMADOR	0
3167	0	0	BAIXO	NÃO INFORMADO	POS GRADUACAO	1	VIP	50	6	SP	H	3786.4	TOMADOR	0
3168	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	CLÁSSICO	23	7	SP	H	941.91	TOMADOR	0
3169	0	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	ESPECIAL	43	3	SC	H	1046.35	TOMADOR	0
3170	0	0	BAIXO	SOLTEIRO	NÃO INFORMADO	1	ESPECIAL	32	3	SP	H	1965	INVESTIDOR	0
3171	0	0	BAIXO	SOLTEIRO	NÃO INFORMADO	0	ESPECIAL	26	3	MG	H	1952	NEUTRO	0
3172	22110.8	0	BAIXO	SOLTEIRO	ENSINO FUNDAMENTAL	1	CLÁSSICO	65	3	RJ	H	1553.41	INVESTIDOR	0
3173	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	ESPECIAL	41	5	RJ	M	1832.17	INVESTIDOR	0
3174	0	0	MEDIO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	41	2	RJ	H	680.8	INVESTIDOR	0
3175	1154.9	1	MEDIO	SOLTEIRO	ENSINO MEDIO	0	ESPECIAL	33	4	RJ	M	2003.92	INVESTIDOR	0
3176	20916	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	ESPECIAL	61	6	RJ	M	1577.01	INVESTIDOR	0
3177	0.6	0	BAIXO	SOLTEIRO	SEM ESCOLARIDADE	0	CLÁSSICO	43	4	RJ	M	794.65	INVESTIDOR	0
3178	115.9	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	VIP	47	9	RJ	H	11459.03	TOMADOR	0
3179	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	ESPECIAL	24	6	ES	H	1499	TOMADOR	0
3180	0	0	MEDIO	SOLTEIRO	SUPERIOR	0	CLÁSSICO	42	1	RJ	M	862.78	INVESTIDOR	0
3181	0	1	ALTO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	40	3	SC	H	413.27	TOMADOR	0
3182	0	0	MEDIO	SOLTEIRO	ENSINO FUNDAMENTAL	0	CLÁSSICO	41	6	SC	M	924.42	TOMADOR	0
3183	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	VIP	41	2	RJ	H	1164.31	INVESTIDOR	0
3184	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	22	1	RS	M	351.85	INVESTIDOR	0
3185	748.6	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	CLÁSSICO	22	4	RS	M	1200	TOMADOR	0
3186	0	0	BAIXO	SOLTEIRO	SUPERIOR	1	CLÁSSICO	25	3	RS	H	1051.19	INVESTIDOR	0
3187	245.1	0	BAIXO	SOLTEIRO	NÃO INFORMADO	1	ESPECIAL	33	7	MG	H	2630.49	INVESTIDOR	0
3188	8572.2	0	BAIXO	SOLTEIRO	SUPERIOR	1	VIP	27	4	SP	H	5624.27	INVESTIDOR	0
3189	0	1	MEDIO	NÃO INFORMADO	ENSINO MEDIO	0	ESPECIAL	47	1	SP	M	1032.45	NEUTRO	0
3190	25982.4	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	VIP	48	5	SP	M	4281	INVESTIDOR	0
3191	0	0	ALTO	NÃO INFORMADO	ENSINO MEDIO	0	ESPECIAL	45	5	SP	M	1637.07	TOMADOR	0
3192	0	0	BAIXO	SOLTEIRO	SUPERIOR	0	CLÁSSICO	22	2	RS	H	567.17	INVESTIDOR	0
3193	2.3	0	BAIXO	SOLTEIRO	SUPERIOR	0	VIP	28	7	SC	M	7399	TOMADOR	0
3194	0	0	BAIXO	DIVORCIADO	ENSINO FUNDAMENTAL	1	CLÁSSICO	44	4	SP	H	1192	TOMADOR	0
3195	0	0	BAIXO	NÃO INFORMADO	SUPERIOR	0	CLÁSSICO	36	4	SP	M	386.31	TOMADOR	0
3196	0	0	BAIXO	SOLTEIRO	DOUTORADO	0	ESPECIAL	28	5	SP	H	2204	INVESTIDOR	0
3197	4585.6	0	BAIXO	VIUVO	ENSINO FUNDAMENTAL	1	ESPECIAL	72	4	MG	M	1723.36	INVESTIDOR	0
3198	0	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	VIP	32	5	SP	H	2981.68	INVESTIDOR	0
3199	0	0	BAIXO	SOLTEIRO	SUPERIOR	1	VIP	27	8	BA	H	8000	INVESTIDOR	0
3200	0	0	BAIXO	SOLTEIRO	SUPERIOR	0	CLÁSSICO	50	5	RJ	M	1090.65	TOMADOR	0
3201	5.5	0	MEDIO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	24	3	SP	H	468	INVESTIDOR	0
3202	0	1	ALTO	SOLTEIRO	ENSINO FUNDAMENTAL	0	CLÁSSICO	34	2	SP	H	664.56	TOMADOR	0
3203	21034.9	0	BAIXO	SOLTEIRO	SUPERIOR	0	ESPECIAL	28	4	SP	M	662.15	INVESTIDOR	0
3204	0	0	MEDIO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	21	1	SP	M	802.81	TOMADOR	0
3205	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	ESPECIAL	70	6	SP	H	1520.37	INVESTIDOR	0
3206	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	65	3	  	M	543.33	INVESTIDOR	0
3207	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	23	2	RS	M	743.38	INVESTIDOR	0
3208	0	0	BAIXO	SOLTEIRO	SUPERIOR	0	ESPECIAL	23	3	RS	M	0	INVESTIDOR	0
3209	8.6	0	BAIXO	SOLTEIRO	ENSINO FUNDAMENTAL	1	CLÁSSICO	61	6	RS	H	904.93	TOMADOR	0
3210	0	0	BAIXO	SOLTEIRO	ENSINO FUNDAMENTAL	0	CLÁSSICO	46	3	RS	H	481.87	INVESTIDOR	0
3211	0	0	BAIXO	NÃO INFORMADO	POS GRADUACAO	0	ESPECIAL	32	5	PR	M	650	TOMADOR	0
3212	0	0	ALTO	SOLTEIRO	SUPERIOR	0	VIP	56	4	RJ	M	5717.15	TOMADOR	0
3213	8925.4	0	BAIXO	SOLTEIRO	SUPERIOR	0	VIP	36	11	MG	H	0	INVESTIDOR	0
3214	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	CLÁSSICO	29	5	RS	M	875	TOMADOR	0
3215	0.5	0	BAIXO	SOLTEIRO	ENSINO FUNDAMENTAL	0	CLÁSSICO	31	0	SP	M	720		0
3216	0	1	ALTO	NÃO INFORMADO	NÃO INFORMADO	0	CLÁSSICO	29	1	RS	H	1360	TOMADOR	0
3217	49740.7	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	VIP	67	11	BA	H	7593.43	INVESTIDOR	0
3218	0	1	MEDIO	SOLTEIRO	ENSINO MEDIO	0	ESPECIAL	34	0	SP	H	1256.22		0
3219	0	0	BAIXO	SOLTEIRO	SEM ESCOLARIDADE	0	CLÁSSICO	22	4	RS	H	455.55	INVESTIDOR	0
3220	1385.9	0	BAIXO	SOLTEIRO	SUPERIOR	1	ESPECIAL	23	8	RS	H	1500	TOMADOR	0
3221	0	0	MEDIO	NÃO INFORMADO	ENSINO MEDIO	0	ESPECIAL	35	5	SC	H	1320.08	TOMADOR	0
3222	0	1	ALTO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	21	3	SP	H	523.61	TOMADOR	0
3223	185.8	0	MEDIO	SOLTEIRO	ENSINO MEDIO	0	ESPECIAL	24	6	SP	H	1271.09	INVESTIDOR	0
3224	0	1	ALTO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	30	3	  	M	128.08		0
3225	0	0	MEDIO	SOLTEIRO	SUPERIOR	0	ESPECIAL	32	8	MG	H	3012	INVESTIDOR	0
3226	0.4	1	ALTO	SOLTEIRO	SUPERIOR	0	CLÁSSICO	24	2	SP	M	0	TOMADOR	0
3227	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	ESPECIAL	32	4	SP	M	2420	TOMADOR	0
3228	0	0	MEDIO	SOLTEIRO	ENSINO MEDIO	0	ESPECIAL	40	3	RJ	M	1164.67	TOMADOR	0
3229	0	1	ALTO	NÃO INFORMADO	SUPERIOR	0	VIP	40	5	RS	H	5988.99	INVESTIDOR	0
3230	6.4	0	ALTO	NÃO INFORMADO	ENSINO MEDIO	0	CLÁSSICO	39	4	SP	M	701.23	TOMADOR	0
3231	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	ESPECIAL	26	6	PR	M	1889.3	TOMADOR	0
3232	0	0	MEDIO	NÃO INFORMADO	ENSINO MEDIO	0	ESPECIAL	42	6	SC	H	1092.41	TOMADOR	0
3233	72.2	0	BAIXO	NÃO INFORMADO	NÃO INFORMADO	1	VIP	54	8	RJ	H	5097.97	TOMADOR	0
3234	11.6	0	BAIXO	NÃO INFORMADO	ENSINO FUNDAMENTAL	0	CLÁSSICO	41	5	SP	M	525.95	INVESTIDOR	0
3235	0	1	ALTO	SOLTEIRO	ENSINO FUNDAMENTAL	0	ESPECIAL	57	2	SP	H	0	INVESTIDOR	0
3236	0	0	BAIXO	NÃO INFORMADO	POS GRADUACAO	1	ESPECIAL	45	2	RS	M	2047.77	INVESTIDOR	0
3237	0	1	ALTO	NÃO INFORMADO	NÃO INFORMADO	0	ESPECIAL	53	2	SP	H	1255	TOMADOR	0
3238	0	1	ALTO	NÃO INFORMADO	SUPERIOR	0	ESPECIAL	61	4	DF	H	1012.66	TOMADOR	0
3239	0	0	BAIXO	NÃO INFORMADO	SUPERIOR	0	ESPECIAL	55	5	SP	H	130	INVESTIDOR	0
3240	0	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	ESPECIAL	30	6	RJ	M	2268.82	INVESTIDOR	0
3241	0	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	1	CLÁSSICO	38	9	PR	H	1200	INVESTIDOR	0
3242	2136.9	0	BAIXO	SOLTEIRO	NÃO INFORMADO	1	ESPECIAL	34	7	SP	M	4286.37	INVESTIDOR	0
3243	0	0	MEDIO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	41	4	RJ	M	391.83	TOMADOR	0
3244	3079.9	0	BAIXO	SOLTEIRO	SUPERIOR	1	ESPECIAL	34	4	RJ	H	1757.2	INVESTIDOR	0
3245	0.8	1	ALTO	SOLTEIRO	ENSINO MEDIO	0	ESPECIAL	28	3	SP	H	2273.24	TOMADOR	0
3246	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	ESPECIAL	28	6	SP	H	1097.62	TOMADOR	0
3247	0	0	BAIXO	NÃO INFORMADO	ENSINO MEDIO	0	CLÁSSICO	44	3	SP	M	746.71	INVESTIDOR	0
3248	0	0	MEDIO	SOLTEIRO	NÃO INFORMADO	0	ESPECIAL	28	3	SP	M	1500	TOMADOR	0
3249	0	0	BAIXO	DIVORCIADO	NÃO INFORMADO	0	CLÁSSICO	49	4	RJ	M	778.83	NEUTRO	0
3250	0	0	MEDIO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	33	5	SP	H	860.33	TOMADOR	0
3251	0	1	ALTO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	22	1	RS	M	315	NEUTRO	0
3252	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	0	CLÁSSICO	22	0	SP	M	650		0
3253	0	0	BAIXO	SOLTEIRO	SUPERIOR	1	VIP	35	7	RS	M	15405.21	TOMADOR	0
3254	6781.4	0	BAIXO	SOLTEIRO	NÃO INFORMADO	1	ESPECIAL	35	7	RJ	M	2577.35	INVESTIDOR	0
3255	0	0	BAIXO	NÃO INFORMADO	NÃO INFORMADO	1	ESPECIAL	72	3	PR	H	2890	INVESTIDOR	0
3256	16488.2	0	BAIXO	NÃO INFORMADO	NÃO INFORMADO	1	ESPECIAL	48	6	MG	H	1752.89	INVESTIDOR	0
3257	0	0	BAIXO	DIVORCIADO	ENSINO MEDIO	0	ESPECIAL	70	4	MG	M	1615	TOMADOR	0
3258	0	0	BAIXO	SOLTEIRO	SUPERIOR	1	VIP	48	8	RJ	H	9668.87	INVESTIDOR	0
3259	0	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	VIP	50	4	RJ	H	21703	TOMADOR	0
3260	0	0	BAIXO	SOLTEIRO	SUPERIOR	1	ESPECIAL	40	3	SP	M	1175.84	INVESTIDOR	0
3261	20481.6	0	BAIXO	SOLTEIRO	SUPERIOR	1	VIP	31	7	SP	H	8427.95	INVESTIDOR	0
3262	0.5	0	BAIXO	VIUVO	ENSINO FUNDAMENTAL	1	CLÁSSICO	69	9	RJ	H	1009.85	TOMADOR	0
3263	0	0	MEDIO	SOLTEIRO	NÃO INFORMADO	0	CLÁSSICO	63	7	PE	H	1200	TOMADOR	0
3264	0	0	BAIXO	SOLTEIRO	SUPERIOR	1	ESPECIAL	28	4	PR	H	2474	TOMADOR	0
3265	0	0	BAIXO	SOLTEIRO	SUPERIOR	1	ESPECIAL	24	5	BA	M	1200	TOMADOR	0
3266	0	0	BAIXO	NÃO INFORMADO	SUPERIOR	1	ESPECIAL	47	3	SP	M	2890.44	INVESTIDOR	0
3267	0	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	ESPECIAL	29	4	SP	H	5785.9	INVESTIDOR	0
3268	0	0	BAIXO	SOLTEIRO	POS GRADUACAO	1	ESPECIAL	45	6	MG	H	2275.88	TOMADOR	0
3269	5.5	0	BAIXO	SOLTEIRO	ENSINO MEDIO	1	CLÁSSICO	28	2	AM	H	1018.17	INVESTIDOR	0
